anime_id,url,poster,title,overview,score,anime_studio,producer,genres
5658,https://aniwaves.ru/watch/long-zhi-gu-jingling-wangzuo-77274,https://static.aniwaves.ru/resources/thumbnails/200x280/100/0a2bf723dd13f56314b5ef8133f94a98.jpg,Dragon Nest: Throne of Elves,"Dragon Nest Movie 2: Throne of Elves will be released in Summer 2016.  The movie is a sequel to Mili Pictures' hugely successful Dragon Nest: Warriors' Dawn.  It will take the story of the land of Altera deep into the territory of the Elves in an action-packed adventure with more of the drama, comedy, and excitement. The film is directed by Soong Yuefeng, acclaimed director of the first Dragon Nest movie.(Source: Freedomplays)",7.0,['Unknown_Studio'],['NA'],"['Action', 'Adventure', 'Fantasy']"
5659,https://aniwaves.ru/watch/lord-el-melloi-ii-sei-no-jikenbo-rail-zeppelin-grace-note-77266,https://static.aniwaves.ru/resources/thumbnails/200x280/100/9cc28877fa5a0290f6edeba8860dbac1.jpg,Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note,"Ten years after facing defeat in the Fourth Holy Grail War, Waver Velvet, now Lord El-Melloi II, teaches classes at the Clock Tower—the center of education for mages. However, his new status as Lord comes with a caveat: obey the orders of Reines, the younger sister of the deceased Kayneth El-Melloi, until she is old enough to rule the House of El-Melloi.Waver, along with his mysterious apprentice Gray, takes on a series of cases assigned by Reines and the Mages Association. With each case proving to be more complex than the last, could there be more to the Clock Tower than meets the eye, and what secrets does Reines hide?",7.0,['TROYCA'],"['Aniplex', 'Notes']","['Fantasy', 'Mystery', 'Supernatural']"
5660,https://aniwaves.ru/watch/liz-to-aoi-tori-77273,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b7cb41017ca511ce64d4a1c7eb8923d2.jpg,Liz and the Blue Bird,"Liz's days of solitude come to an end when she meets a blue bird in the form of a young girl. Although their relationship blossoms, Liz must make a heart-wrenching decision in order to truly realize her love for Blue Bird.High school seniors and close friends Mizore Yoroizuka and Nozomi Kasaki are tasked to play the lead instruments in the third movement of Liz and the Blue Bird, a concert band piece inspired by this fairy tale. The introverted and reserved Mizore plays the oboe, representing the kind and gentle Liz. Meanwhile, the radiant and popular Nozomi plays the flute, portraying the cheerful and energetic Blue Bird.However, as they rehearse, the distance between Mizore and Nozomi seems to grow. Their disjointed duet disappoints the band, and with graduation on the horizon, uncertainty about the future spurs complicated emotions. With little time to improve as their performance draws near, they desperately attempt to connect with their respective characters. But when Mizore and Nozomi consider the story from a brand-new perspective, will the girls find the strength to face harsh realities?A spin-off film adaptation of the Hibike Euphonium! series, Liz to Aoi Tori dances between the parallels of a charming fairy tale, a moving musical piece, and a delicate high school friendship.",8.0,['Kyoto Animation'],"['Lantis', 'Shochiku', 'Pony Canyon', 'Rakuonsha', 'Bandai Namco Arts']","['Award Winning', 'Drama', 'Music', 'Performing Arts', 'School']"
5661,https://aniwaves.ru/watch/love-hina-christmas-special-silent-eve-77260,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ef4e3b775c934dada217712d76f3d51f.jpg,Love Hina Christmas Movie,"As another round of preliminary tests approach for Keitaro, so does Christmas. And as the first Christmas of the millenium, there is a rumor that if one confesses his love on this special eve it will come true. Keitaro has decided what he needs to do on this Christmas eve, but being a retaker can he afford taking attention away from the tests on the same day...The Winter has begun in Hinata. X-mas is coming up. There are rumors about this special christmas eve: If someone is going to confess his love on this christmas eve, any wish will come true. Keitaro decides to confess his love to Naru. But he isn't the only one confessing on this christmas eve...(Source: ANN)",7.0,['Xebec'],"['TV Tokyo', 'Yomiko Advertising']","['Comedy', 'Romance', 'Shounen']"
5662,https://aniwaves.ru/watch/lord-of-vermilion-guren-no-ou-77269,https://static.aniwaves.ru/resources/thumbnails/200x280/100/3f493cafc2bf1d463c0a19a1929f3ffd.jpg,Lord of Vermilion: The Crimson King,"Set in Tokyo, it's January 29, 2030. High-frequency resonance is observed in the vicinity of Tokyo, and the red fog rolls into the city. Those who hear the sound, humans and animals alike, pass out, losing consciousness. Everything shuts down in Tokyo, believing that the fog is carrying an unknown virus that causes an epidemic. However, six days later, after the incident, people wake up as if nothing happened. After that, Tokyo's sealed-off city sections gradually return to normal. However, since the high-frequency resonance, some 'bizarre events' start to happen, and people find themselves being pulled deeper into more mysteries. Meanwhile, young people start to become aware of themselves and release their power hidden in their blood, discovering themselves as 'vessel of wisdom blood.' Together, being led by something unknown, they meet, communicate, and face the unavoidable circle of fate, sacrificing their own lives.(Source: MAL News)",5.0,['asread.'],"['flying DOG', 'Kadokawa']","['Action', 'Fantasy']"
5663,https://aniwaves.ru/watch/lord-el-melloi-ii-sei-no-jikenbo-rail-zeppelin-grace-note-hakamori-to-neko-to-majutsushi-77259,https://static.aniwaves.ru/resources/thumbnails/200x280/100/cfdc7afc14c3a4797be7cc72b01cbb46.jpg,"Lord El-Melloi II's Case Files: Rail Zeppelin Grace Note - A Grave Keeper, a Cat, and a Mage","Years after the Fourth Holy Grail War, Waver Velvet becomes the head of the Modern Magecraft Theories department at the Clock Tower, succeeding the title of Lord El-Melloi II. Waver and his apprentice Gray set out to find the truth behind a mysterious shadow that stalks them, while trouble brews among the mages of the Association.",7.0,['TROYCA'],['Magic Capsule'],"['Fantasy', 'Mystery', 'Supernatural']"
5664,https://aniwaves.ru/watch/love-all-play-77261,https://static.aniwaves.ru/resources/thumbnails/200x280/100/8778fbfab0355ff65baec33af7b30a49.jpg,Love All Play,"In junior high, Ryou Mizushima and his friends join the badminton club on a whim. As he grows fond of the sport, Ryou works tirelessly to improve his badminton skills until he qualifies in the prefectural tournament. Lacking a coach who can bring out his full potential, he does not consider entering a high school with a strong badminton team. Instead, he plans on attending a local high school where he can play badminton for fun.However, Ryou's perspective changes when Yokohama Minato High School's badminton coach scouts him. Not only does the institution have one of the strongest badminton teams in the region, but it also has Kento Yusa, a player Ryou admires. Though hesitant at first, Ryou decides to enroll with the support of his sister. Possessing a firm ambition, he begins to gain experience with the proper guidance of a coach—all in hopes of surpassing Yusa one day.",7.0,['Nippon Animation'],"['Yomiuri TV Enterprise', 'Poplar Publishing']","['Sports', 'School']"
5665,https://aniwaves.ru/watch/lostorage-conflated-wixoss-missing-link-77262,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ccc262d36a042ac729c70d5ecc23aec8.jpg,Lostorage Conflated WIXOSS: Missing Link,"Suzuko Homura and Chinatsu Morikawa's victory against the nefarious Bookmaker Kou Satomi has allowed the two girls to finally return to a life of normalcy and seize the chance to move on. However, the peace does not last long, as Kiyoi Mizushima requests Suzuko's help to prevent the next cycle of Selector battles; even after Satomi's defeat, efforts to continue his plans seem to persist. Troubled by lingering doubts and the unresolved situation, Suzuko decides to assist Mizushima with her investigation—unknowingly becoming involved in the escalating fight that will determine the fate of Selectors once and for all.",7.0,['Unknown_Studio'],['NA'],"['Suspense', 'High Stakes Game', 'Psychological', 'Strategy Game']"
5666,https://aniwaves.ru/watch/lost-song-77263,https://static.aniwaves.ru/resources/thumbnails/200x280/100/44d902e0b8185ba8acf8f9fc07d39984.jpg,Lost Song,"Lost Song tells the stories of the cheerful Rin and the reserved Finis, two songstresses who are capable of performing magical songs. Rin grew up in a remote village with her family and was taught to keep her power secret, while Finis lives and performs in the royal palace.Rin's happy and peaceful life is shattered after she saves an injured knight named Henry Leobort with her song of healing. She was seen by soldiers who proceeded to attack her village in hopes of capturing her. With nowhere else to go, she and her inventor brother Al begin a journey to the capital.Finis finds herself falling in love with Henry and, knowing that the greedy and spiteful Prince Lood Bernstein IV desires her, must hide their relationship. She wants to help people with her songs, but with war on the horizon, she worries that Lood will order her to cast her magic in the battlefield. Only time will tell how her destiny and Rin's will intersect, as the two of them struggle to find their paths.",7.0,['LIDENFILMS'],"['Ultra Super Pictures', 'MAGES.']","['Drama', 'Fantasy']"
5667,https://aniwaves.ru/watch/lost-universe-77264,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4c4ea5258ef3fb3fb1fc48fee9b4408c.jpg,Lost Universe,"Millie Nocturne has one great goal in life: to be the best in the universe - at absolutely everything! But when she tries her hand at being the 'best detective,' she ends up an unwilling partner with two people who will change her life forever: Kane Blueriver, the psi-blade-wielding master of the starship Swordbreaker, and Canal, the smart-mouthed holographic image of the ship's computer.Join this unlikely trio on their adventures as they hurtle through space facing off against intergalactic crime lords, rogue starships, and hijackers dressed as chickens... and that's just the tip of the asteroid! (Source: RightStuf)",7.0,['E&G Films'],"['SoftX', 'Studio Tulip']","['Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space']"
5668,https://aniwaves.ru/watch/lostorage-incited-wixoss-77254,https://static.aniwaves.ru/resources/thumbnails/200x280/100/d40df3f70a4afb174ced1c3c8690f183.jpg,Lostorage incited WIXOSS,"Having moved away due to family circumstances, Suzuko Homura returns to her hometown, nostalgic about the cheerful childhood she shared with Chinatsu Morikawa. Forever sealed with a promise of friendship, those days remain a bright memory to Suzuko, yet she has lost contact with Chinatsu during their time apart.Ready to start anew, Suzuko endeavors to put the past behind her and make new friends at school, but she struggles to do so. Meanwhile, Chinatsu is working multiple shifts to support her family as she continues her studies, and the mounting pressure to meet high expectations soon becomes overwhelming. Amid their respective situations, both girls begin playing the popular card game WIXOSS and discover that they have been chosen as Selectors—players whose memories are now represented by gold coins and must battle other Selectors to earn five of them.Guided by their LRIG avatar cards, which are created from the user's memories, the two learn that inconsistently partaking in duels or losing all their coins will result in a grim outcome. Resolved to protect what they hold dear, Suzuko and Chinatsu prepare for the battles ahead and fight for the chance to reclaim themselves.",7.0,['J.C.Staff'],['Warner Bros. Japan'],"['Suspense', 'High Stakes Game', 'Psychological', 'Strategy Game']"
5669,https://aniwaves.ru/watch/love-hina-again-77257,https://static.aniwaves.ru/resources/thumbnails/200x280/100/a3d68b461bd9d3533ee1dd3ce4628ed4.jpg,Love Hina Again,"Keitaro has finally passed the entrance exams, and is officially a Toudai student. But after breaking his leg in an accident in the entrance ceremony, he thought and re-evaluated himself. Having new goals, Keitaro follows Seta on an overseas archeology trip. During his absence, however, all was not well in Hinata Lodge. Urashima Kanako, Keitaro's sister, arrives on the scene. She claims to be the new manager of Hinata Lodge starts to go against all the tenants. Things become even more complicated when they recieve a letter from Keitaro. The tenants and Kanako made a big mess trying to get the letter, but Seta's car crashes in before anyone could read the letter...",7.0,['Xebec'],"['Starchild Records', 'Audio Tanaka']","['Comedy', 'Romance', 'Ecchi', 'Shounen']"
