anime_id,url,poster,title,overview,score,anime_studio,producer,genres
5612,https://aniwaves.ru/watch/line-novel-77321,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f9b75231ab82ca53f4d95e90ad4484f0.jpg,LINE Novel,The Line Novel online service where users can publish novels online through the Line app launched on Tuesday. Two animated ads were released simultaneously with the launch.(Source: ANN),6.0,['Unknown_Studio'],['NA'],['Slice of Life']
5613,https://aniwaves.ru/watch/kumo-no-you-ni-kaze-no-you-ni-77319,https://static.aniwaves.ru/resources/thumbnails/200x280/100/cb8a08a240f3ea7c99b220d24f54f477.jpg,"Like the Clouds, Like the Wind","Ginga, a small town girl sets out to become the Emperors Seihi, highest ranked wife, undaunted by the many other women who seek the same title. Her energetic and eccentric ways aid in her in meeting new people, training to be a Lady of the Emperor and dealing with the drama that ensues. (Source: ANN)",7.0,['Pierrot'],['Yomiko Advertising'],"['Adventure', 'Drama', 'Romance', 'Historical']"
5614,https://aniwaves.ru/watch/li-linke-de-xiao-guaner-2nd-season-77312,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b6741023cde8614ec7a0160fdc1ee0f4.jpg,The Dining of Link Lee 2nd Season,No overview available.,7.0,['Delight Animation'],['bilibili'],"['Gourmet', 'Slice of Life', 'Workplace']"
5615,https://aniwaves.ru/watch/licca-chan-fushigi-na-mahou-no-ring-77322,https://static.aniwaves.ru/resources/thumbnails/200x280/100/81fe597d3a12c64fb9370a2e37e09dcb.jpg,Licca: Mysterious Magical Ring,Second part in the OVA series that was later adapted into a TV show in 1998.,6.0,['Unknown_Studio'],['NA'],"['Adventure', 'Fantasy']"
5616,https://aniwaves.ru/watch/lian-qi-lianle-3000-nian-77313,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6656c8c4a7cb26ceee404668d46aa07c.jpg,Qi Refining for 3000 Years,"Bai Qiuran is one of Qingming's disciples, and has a lot of potential to be his successor. Even though he's still a Qi cultivator, he believes he will finally make his breakthrough this time. As such, Bai Qiuran decides to go down the mountain where exciting experiences await him.(Source: INKR, edited)",7.0,['Shanghai Foch Film and TV Culture Investment'],['bilibili'],"['Action', 'Adventure', 'Comedy', 'Fantasy']"
5617,https://aniwaves.ru/watch/ling-yu-5th-season-77315,https://static.aniwaves.ru/resources/thumbnails/200x280/100/7d4aeec3a2b5c36b158ec128e2e2d894.jpg,Ling Yu 5th Season,No overview available.,7.0,['Haoliners Animation League'],['iQIYI'],['Fantasy']
5618,https://aniwaves.ru/watch/ling-long-incarnation-77314,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b0635a97ebd964d76c8400a12148383a.jpg,Ling Cage,"In the not-too-distant future, the human world has long been overpopulated. Humanity marched to the stars in search of a new home, and just as this was going on, the moon's alignment caused massive earthquakes to ripple across the world, lasting several decades. Humanity was demolished. When the land finally recovered, humanity reemerged to face this strange yet familiar world. Will we, who once lorded over this domain, still remain the masters of this world?(Source: Yu Alexius Anime Portal)",7.0,['YHKT Entertainment'],['bilibili'],"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense', 'Mythology']"
5619,https://aniwaves.ru/watch/lightning-trap-leina-laika-77316,https://static.aniwaves.ru/resources/thumbnails/200x280/100/e939047fc28d6f8d31c08856543a7367.jpg,Lightning Trap: Leina & Laika,"The fourth and final OVA of the Leina-centric Machine Robo: Revenge of Chronos spin-off/sequel. Instead of following the story of the previous Wolf Sword Legend continuity, Lightning Trap takes place in another universe.In present day Tokyo, traveling has never been more comfortable than aboard the Lightning L808, Japan's new luxury passenger plane. One day, on what seemed to be a routine flight, Haruka Leina and the plane's passengers were unaware of the mysterious and top secret cargo brought aboard, which attracted the attention of international terrorists set on obtaining it. Now, with a dangerous hostage situation at hand, only special agent Laika Strange and brave Leina may be able to save the passengers, and keep the deadly cargo from falling into the wrong hands...",5.0,['Ashi Productions'],['Youmex'],"['Action', 'Sci-Fi']"
5620,https://aniwaves.ru/watch/kurogane-no-linebarrels-specials-77307,https://static.aniwaves.ru/resources/thumbnails/200x280/100/5a628fa66251ccace84659b5a1128f97.jpg,Linebarrels of Iron,"Episodes 25 & 26, added to DVD.",6.0,['Gonzo'],['Akita Shoten'],"['Action', 'Comedy', 'Ecchi', 'Mecha', 'Seinen']"
5621,https://aniwaves.ru/watch/lime-iro-ryuukitan-x-77308,https://static.aniwaves.ru/resources/thumbnails/200x280/100/eed43ed95207149ced1c0f1f8a2c0f67.jpg,Lime-iro Ryuukitan X,"It was Meiji 38 (1905), the Russo-Japanese War that had begun since the previous year was getting hard. In this severe circumstance, they reorganized the Raimu Squad. The members of the Raimu Squad were the girls. They were just like other ordinary girls who went to schools and yearned for love, except that they had 'Raimu.'Inukai Tsuyoshiro was a young man who was newly chosen to be the leader of the squad. He was ambitious to fight for Japan.When the young man met the five girls, the new chapter of 'Raimu' began.(Source: AnimeNfo)",5.0,['A.C.G.T.'],['KSS'],"['Drama', 'Supernatural', 'Ecchi', 'Harem', 'Historical', 'Mecha']"
5622,https://aniwaves.ru/watch/ling-jian-zun-77311,https://static.aniwaves.ru/resources/thumbnails/200x280/100/cf2c15b2a2a00a54bc15538adc008080.jpg,Ling Jian Zun,"A big dream and a young man determined to change the status quo and work hard to create a new world. The rare and precious treasures, the martial arts, and the lost strong caves, in this era of genius, full of challenges and opportunities. See the adventure of how the Lord lost the mainland and became the supreme Emperor of the storm. The former enemy, now, will never let go! The regret in the dream, now, must make up! When the spirit sword shouts, the heavens and the earth, I am the supreme!(Source: Anilist)",7.0,['Suoyi Technology'],['Quyue Technology'],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Martial Arts']"
5623,https://aniwaves.ru/watch/liehuo-jiao-chou-77309,https://static.aniwaves.ru/resources/thumbnails/200x280/100/0c24dae083ea80bb8d4d2e20b5a1126d.jpg,Drowning Sorrows in Raging Fire,"In the current era, a small percentage of people called 'Special Abilities' have skills and powers normal humans do not possess. An autonomous organization, the Deviant Control Office, keeps these Special Abilities in check. Though some wish to maintain this order and peace, some wish to take advantage of their abilities and obtain more power in this world.",7.0,['Shenying Animation'],['bilibili'],"['Action', 'Drama', 'Supernatural']"
5624,https://aniwaves.ru/watch/liang-bu-yi-2nd-season-77310,https://static.aniwaves.ru/resources/thumbnails/200x280/100/3484bebc35a7c22b84a1786e85ff8945.jpg,No Doubt In Us 2nd Season,Second season of Liang Bu Yi.,8.0,['Unknown_Studio'],"['bilibili', 'Paper Plane Animation Studio']","['Comedy', 'Romance', 'Historical']"
5625,https://aniwaves.ru/watch/ling-yu-4th-season-77302,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6f8d50fcb26557638b781fc765efddb0.jpg,Ling Yu 4th Season,No overview available.,7.0,['Haoliners Animation League'],['iQIYI'],['Fantasy']
5626,https://aniwaves.ru/watch/lily-c-a-t-77304,https://static.aniwaves.ru/resources/thumbnails/200x280/100/e552144ef9e338f9b3223162af4fb973.jpg,Lily C.A.T.,"In the age of space colonization, different corporations eagerly claim planets for their own. One such corporation, Syncam, sponsors a crew of seasoned shipmen and fresh-faced recruits to remain in stasis for 20 years until they reach their destination. When they wake, however, they receive a message that two crew members are criminals using assumed identities. Now forced to investigate one another, crew members begin disappearing and dying in strange ways. As their numbers continue to dwindle, the remaining crew is forced to wonder just who—or what—is on their ship.",6.0,['Pierrot'],"['Victor Entertainment', 'Streamline Pictures']","['Horror', 'Sci-Fi', 'Space']"
5627,https://aniwaves.ru/watch/levius-77305,https://static.aniwaves.ru/resources/thumbnails/200x280/100/fac1a9d8716b4b295d06a6ddfee621b8.jpg,Levius,"As society rises from the ashes of war, cybernetically augmented arena fighters battle for fame and fortune... or die trying.It's the 19th century, and the world has entered the Era of Rebirth, recovering from the devastating flames of war. The sport of mechanical martial arts has galvanized the nations. Cybernetically augmented fighters turn their blood into steam and their bodies into brutal fighting—and killing—machines.Young Levius is one of those arena battlers, hell-bent on winning in order to simply survive. (Source: VIZ Media)",7.0,['Polygon Pictures'],['Netflix'],"['Sci-Fi', 'Sports', 'Combat Sports', 'Seinen']"
5628,https://aniwaves.ru/watch/ling-yu-2nd-season-77306,https://static.aniwaves.ru/resources/thumbnails/200x280/100/19b0acf62d7857f03653bcab778c9ecf.jpg,Ling Yu 2nd Season,"Qin Lie have to guard Tang Siqi, regardless of the differences between them, and Liang Shanyan, while the strange powers coursing through his veins are beginning to slowly awaken. When Qin Lie vows to protect the instrument of sovereign, at the same time, seven Evil Clan's Lords are appearing on the field. While the most powerful secret weapon is emerging from the altar, the enemy intend to seize Qin Lie's life...",7.0,['Haoliners Animation League'],['iQIYI'],['Fantasy']
5629,https://aniwaves.ru/watch/ling-yu-6th-season-77296,https://static.aniwaves.ru/resources/thumbnails/200x280/100/9f018f1adae5673d63f4c895cf7ba443.jpg,Ling Yu 6th Season,No overview available.,6.0,['Shanghai Foch Film and TV Culture Investment'],['iQIYI'],['Fantasy']
5630,https://aniwaves.ru/watch/ling-yu-3rd-season-77298,https://static.aniwaves.ru/resources/thumbnails/200x280/100/ceb241ebbbf14ea5eb97faf8cdd3f2fd.jpg,Ling Yu 3rd Season,"Qin Lie has pulled up twelve spiritual columns, but the war between the Evil Clan and many tribues is imminent. However, at the most critical moment, the appearance of Li Mu in Tianjian Mountain prevented things from going in the worst direction.",7.0,['Haoliners Animation League'],['iQIYI'],['Fantasy']
5631,https://aniwaves.ru/watch/little-charo-77297,https://static.aniwaves.ru/resources/thumbnails/200x280/100/07a67ed4993e8d90f7c65ab21bd108dc.jpg,Little Charo,NHK's English education program featured the adventures of a puppy named Charo in New York.,6.0,['Spooky graphic'],['NHK'],"['Slice of Life', 'Educational']"
5632,https://aniwaves.ru/watch/line-offline-salaryman-77300,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b91b89f8af95f4af78e87ef66c27e3ba.jpg,Line Offline: Salaryman,"The anime shorts are set in the fictional Line Corporation with a motley crew of idiosyncratic workers. There is the narcissistic section head and president's son James, the subsection head Moon (who is always gone somewhere but somehow gets his work done), the quiet but kindhearted subsection head Brown, and the subordinate Connie who is in an endless loop of yo-yo diets and weight gains.(Source: ANN)",6.0,['Shogakukan Music & Digital Entertainment'],"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Half H.P Studio']","['Comedy', 'Workplace']"
5633,https://aniwaves.ru/watch/listeners-77299,https://static.aniwaves.ru/resources/thumbnails/200x280/100/0f060237301d8b754014507de72e7a48.jpg,Listeners,"Set in a world where the concept of music ceases to exist. The story begins when a boy encounters Myuu, a mysterious girl who possesses an audio input jack in her body. The two intermingle with the history of rock music and embark on an unforgettable journey.(Source: MAL News)",5.0,['MAPPA'],"['Mainichi Broadcasting System', 'Slow Curve', 'DMM pictures', 'dugout', 'DMM Music']","['Action', 'Sci-Fi', 'Mecha', 'Music']"
5634,https://aniwaves.ru/watch/little-nemo-77301,https://static.aniwaves.ru/resources/thumbnails/200x280/100/e0d2fe50debfaec6b2d7bafdd9d936c8.jpg,Little Nemo: Adventures in Slumberland,"Based on the classic Nemo comic strips by Winsor McCay. A pioneer of animation, McCay created the first Little Nemo animated movie in 1911.Hayao Miyazaki and Isao Takahata were attached to this project at first, but left due to 'creative differences.' Ray Bradbury is also thought to have left the project in its earlier stages.Little Nemo - Adventures in Slumberland is the first Japanese anime to receive a national (wide) U.S. theatrical release.(Source: ANN)",7.0,['Unknown_Studio'],['NA'],"['Adventure', 'Fantasy']"
5635,https://aniwaves.ru/watch/little-busters-sekai-no-saitou-wa-ore-ga-mamoru-77292,https://static.aniwaves.ru/resources/thumbnails/200x280/100/c443302213197368f6c43211d9a2c42e.jpg,Little Busters!: I Will Protect the World of Saitou!,A special unaired episode of Little Busters! sent to those who bought all 9 BD/DVD volumes of the anime. This episode includes the story about 'Mask the Saitou.',7.0,['Unknown_Studio'],['NA'],"['Comedy', 'Supernatural', 'School']"
5636,https://aniwaves.ru/watch/papa-no-iukoto-wo-kikinasai-pokkapoka-77295,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b11d5d8f18d1298d694929dcbfea8bde.jpg,Papa no Iukoto wo Kikinasai!: Pokkapoka,Unaired episode included in the fifth Blu-ray and fourth DVD volume.,7.0,['Unknown_Studio'],['NA'],"['Comedy', 'Romance', 'Childcare']"
5637,https://aniwaves.ru/watch/litchi-de-hikari-club-77293,https://static.aniwaves.ru/resources/thumbnails/200x280/100/c3eee9e269815644fa2be78842278de9.jpg,Lychee Light Club,"Litchi DE Hikari Club takes place in an alternate reality where the Hikari Club does not fall into disarray after the completion of Litchi, the intelligent humanlike robot the club invented to kidnap girls.The cult-like Hikari Club has had its ups and downs. Led by the enigmatic, beauty-obsessed Hiroyuki 'Zera' Tsunekawa, the club has finally succeeded in using their fruit-powered robot, Litchi, to kidnap the beautiful Kanon. After accomplishing their goals, the Hikari Club has little to do other than delight in their newfound lives. From selling the technology that allows Litchi to run on lychee fruit, to modifying the robot to perform different tasks, there's no telling what antics the Hikari Club will get up to next!",5.0,['Kachidoki Studio'],['Nelke Planning'],"['Comedy', 'Drama', 'Horror', 'Romance', 'Psychological']"
5638,https://aniwaves.ru/watch/bungaku-shoujo-movie-77285,https://static.aniwaves.ru/resources/thumbnails/200x280/100/481583a63c3ef08832d3bab3f5870fc4.jpg,"""Bungaku Shoujo"" Movie","The protagonist of the story, Konoha Inoue, is a seemingly normal senior high 2nd year student. His high school life, other than a hinted incident 2 years ago, can be summed up as normal- if one can dismiss the secret fact that he used to be a female bestselling romance author. Due to that incident, however, he has now vowed never to write again.This continued on until he was forced to join the literary club by the literary club president, the 3rd year female student Amano Tooko, a beautiful girl who has a taste for eating literary works. Now he has been tasked with writing her snack every day after school.(Source: To Say Nothing of the Dog)",7.0,['Production I.G'],"['Lantis', 'Pony Canyon', 'Enterbrain', 'Kadokawa Contents Gate', 'T.O Entertainment']","['Drama', 'Mystery', 'Romance', 'School']"
5639,https://aniwaves.ru/watch/little-busters-refrain-77286,https://static.aniwaves.ru/resources/thumbnails/200x280/100/01bead0568960c7daec66bb373943955.jpg,Little Busters! ~Refrain~,"Following the Little Busters after they lost their first baseball game, the team decides to have a pancake party. It has been almost one semester since the return of Kyousuke Natsume. As usual, Riki Naoe continues to help the Little Busters' members—both old and new—with confronting their inner struggles. However, strange happenings begin to occur, leading Rin Natsume and Riki closer to unraveling the truth behind the 'secret of this world.'Little do Rin and Rikki know, their discovery will end up changing the peaceful everyday lives created by the Little Busters once and for all. Little Busters!: Refrain brings a conclusion to the colorful stories of its ensemble cast—forged with the weight of emotions and strengthened with the bond of friendship—as they come to terms with their regrets and weaknesses.",8.0,['J.C.Staff'],"['Warner Bros. Japan', 'Showgate']","['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']"
5640,https://aniwaves.ru/watch/ling-yu-77288,https://static.aniwaves.ru/resources/thumbnails/200x280/100/90bdeed2b1f29e14f9021a1a23fd4798.jpg,Ling Yu,"In the world of Ling Yu(Spiritual Field), there is a continent named Chilan(Red Tide), where warriors and their Spirit Weapons are classified into different levels. Families and clans follow a strict hierarchy, too. Under the leadership of the Xuantian Union, human warriors and the Evil Clan have been engaged in brutal fights on Nether Battlefield for hundreds of years. A Soul-devouring Beast sneaked into the Chilan Continent through a crevice on the Nether Battlefield before it ruthlessly slaughtered the Feng Town and the Gao Town. Qin Lie, a young man from the Ling Town, together with Ling Yushi and Gao Yu whom he had grown up with, was commanded to help the Xuantian Union in the conquest of the Soul-devouring Beast. He did not anticipate that he would be swallowed into a great conspiracy. To protect his friends and to rescue the one he loves, the powers hiding in his veins are awakening.",6.0,['Haoliners Animation League'],['iQIYI'],['Fantasy']
5641,https://aniwaves.ru/watch/little-polar-bear-shirokuma-kun-doko-e-77294,https://static.aniwaves.ru/resources/thumbnails/200x280/100/fb6dc470758373a2d7889e0c9649244d.jpg,"Little Polar Bear: Shirokuma-kun, Doko e?",Based on the childrens' book Little Polar Bear by Dutch author Hans de Beer.,6.0,['Production I.G'],['Movic'],"['Adventure', 'Fantasy', 'Anthropomorphic', 'Kids']"
5642,https://aniwaves.ru/watch/little-lulu-to-chicchai-nakama-77287,https://static.aniwaves.ru/resources/thumbnails/200x280/100/35716b82c3e8cb70a2c72c39316c1c05.jpg,Little Lulu,The adventures of Little Lulu and her friends. The series is based on the famous character from comic strips and comic books.(Source: AniDB),6.0,['Nippon Animation'],['Asahi Broadcasting'],"['Comedy', 'Slice of Life', 'Kids']"
5643,https://aniwaves.ru/watch/little-busters-77289,https://static.aniwaves.ru/resources/thumbnails/200x280/100/a7743181536bf4b7a4c33d6634081528.jpg,Little Busters!,"As a child, Riki Naoe shut himself from the world, thanks to a diagnosis of narcolepsy following the tragic deaths of his parents. However, Riki is saved when, one fateful day, a boy named Kyousuke recruits him into a team who call themselves the Little Busters. Accompanied by Masato, Kengo, and Rin, these misfits spend their childhood fighting evil and enjoying their youth.Years pass, and even in high school, the well-knit teammates remain together. Kyousuke decides to re-ignite the Little Busters by forming a baseball team as it will be his last school year with them. They have a problem though: there aren't enough members! The tables have turned, for it is now Riki's turn to reach out and recruit new friends into the Little Busters, just like Kyousuke had once done for him.Then, an omen surfaces—Rin finds a strange letter attached to her cat, assigning them the duty of uncovering the 'secret of this world' by completing specific tasks. Just what is this secret, and why is it being hidden? It's up to the Little Busters to find out!",7.0,['J.C.Staff'],"['Warner Bros. Japan', 'Showgate']","['Comedy', 'Drama', 'Supernatural', 'School']"
5644,https://aniwaves.ru/watch/little-busters-ex-77290,https://static.aniwaves.ru/resources/thumbnails/200x280/100/7ed5e01eb86d870fd12645528297834a.jpg,Little Busters! EX,"The main additions in 'Little Busters! Ecstasy' are 3 heroine routes involving the characters Futaki Kanata, Sasasegawa Sasami and Tokido Saya.The 3 EX heroines' routes take place of the following:Saya's route - Before the events of Refrain.Sasami's route - After the events of Refrain.Kanata's route - First half of her story is before Refrain and second half is after Refrain.The episodes will be bundled with the BD/DVD releases of Little Busters!: Refrain.",8.0,['Unknown_Studio'],['NA'],"['Comedy', 'Drama', 'Romance', 'Supernatural', 'School']"
5645,https://aniwaves.ru/watch/long-dao-qi-yuan-77280,https://static.aniwaves.ru/resources/thumbnails/200x280/100/cd882239782e46c81f650fc5a6136d2e.jpg,DragonBlade: The Legend of Lang,"A town is attacked by a deadly creature, it can only be stopped with the Dragon Blade. The one person who knows where the blade is won't tell Lang, and even if he did, untold peril will fall on anyone who dares to find this legendary weapon.(Source: AniDB)",6.0,['Unknown_Studio'],['NA'],"['Action', 'Fantasy']"
5646,https://aniwaves.ru/watch/long-shidai-77281,https://static.aniwaves.ru/resources/thumbnails/200x280/100/6b2bbe80344306ae29a2e2b384f377af.jpg,Epoch of Dragon,No overview available.,,['Unknown_Studio'],['Shenman Entertainment'],"['Action', 'Fantasy', 'Reincarnation']"
5647,https://aniwaves.ru/watch/log-horizon-77284,https://static.aniwaves.ru/resources/thumbnails/200x280/100/d2aa4eee0958c3ac35c7fd849d14eeca.jpg,Log Horizon,"In the blink of an eye, thirty thousand bewildered Japanese gamers are whisked from their everyday lives into the world of the popular MMORPG, Elder Tale, after the game's latest update—unable to log out. Among them is the socially awkward college student Shiroe, whose confusion and shock lasts only a moment as, a veteran of the game, he immediately sets out to explore the limits of his new reality.Shiroe must learn to live in this new world, leading others and negotiating with the NPC 'natives' in order to bring stability to the virtual city of Akihabara. He is joined by his unfortunate friend Naotsugu, having logged in for the first time in years only to find himself trapped, and Akatsuki, a petite but fierce assassin who labels Shiroe as her master. A tale of fantasy, adventure, and politics, Log Horizon explores the elements of gaming through the eyes of a master strategist who attempts to make the best of a puzzling situation.",8.0,['Satelight'],['NHK'],"['Action', 'Adventure', 'Fantasy', 'Adult Cast', 'Video Game']"
5648,https://aniwaves.ru/watch/papa-no-iukoto-wo-kikinasai-77282,https://static.aniwaves.ru/resources/thumbnails/200x280/100/91747b8002b99dd51d584db8e3b6ab3e.jpg,"Listen to Me, Girls. I Am Your Father!","Yuuta Segawa has just started his freshman year of university. One day, his sister Yuri, who raised him after their parents died, asks him to take care of her daughters Hina, Sora and Miu while she and her husband go overseas on a business trip. Yuuta grudgingly accepts, but tragedy strikes when their plane goes missing and all passengers are presumed dead. In an effort to prevent the three girls from being split up, Yuuta goes against their family and takes them in, just as his sister took him in when he had no one else.Now the four find themselves in a new and peculiar situation: Yuuta must learn how to balance his new responsibilities—as the newest member of the Street Observation Research Society, a club for people watching, and also as a father figure—while Sora, Miu, and Hina come to terms with the loss of their parents.",7.0,['feel.'],"['Starchild Records', 'KlockWorx', 'PPP', 'Studio Mausu', 'Shueisha']","['Comedy', 'Romance', 'Childcare']"
5649,https://aniwaves.ru/watch/little-witch-academia-tv-77283,https://static.aniwaves.ru/resources/thumbnails/200x280/100/668030e804b952f2be5246a9bfbd1b39.jpg,Little Witch Academia,"'A believing heart is your magic!'—these were the words that Atsuko 'Akko' Kagari's idol, the renowned witch Shiny Chariot, said to her during a magic performance years ago. Since then, Akko has lived by these words and aspired to be a witch just like Shiny Chariot, one that can make people smile. Hence, even her non-magical background does not stop her from enrolling in Luna Nova Magical Academy.However, when an excited Akko finally sets off to her new school, the trip there is anything but smooth. After her perilous journey, she befriends the shy Lotte Yansson and the sarcastic Sucy Manbavaran. To her utmost delight, she also discovers Chariot's wand, the Shiny Rod, which she takes as her own. Unfortunately, her time at Luna Nova will prove to be more challenging than Akko could ever believe. She absolutely refuses to stay inferior to the rest of her peers, especially to her self-proclaimed rival, the beautiful and gifted Diana Cavendish, so she relies on her determination to compensate for her reckless behavior and ineptitude in magic.In a time when wizardry is on the decline, Little Witch Academia follows the magical escapades of Akko and her friends as they learn the true meaning of being a witch.",8.0,['Trigger'],"['Ultra Super Pictures', 'TOHO animation', 'Good Smile Company']","['Adventure', 'Comedy', 'Fantasy', 'School']"
5650,https://aniwaves.ru/watch/liu-xing-huan-jian-77275,https://static.aniwaves.ru/resources/thumbnails/200x280/100/4e9ac41fc5aa500b68730a362092daed.jpg,Meteor Magic Sword,"Twenty years after the war between immortals and demons, the Three Realms have reached a state of delicate balance. It was at this time that the young man Ye Bugui, who was carrying an important secret, broke free from the protection of the Sword Spirit Island and appeared in front of everyone. His appearance broke the balance and the conspiracy that had lain dormant since the end of the war resurfaced. While trying to protect the world, Ye Bugui is aware of his own destiny. His life journey is full of dangers, with people joining and leaving him along the way. The meaning behind his name, 'Bu Gui' - 'no return', may just be his fate.(Source: Anilist)",6.0,['Suoyi Technology'],['Tencent Penguin Pictures'],"['Action', 'Fantasy']"
5651,https://aniwaves.ru/watch/log-horizon-2nd-season-77276,https://static.aniwaves.ru/resources/thumbnails/200x280/100/2e73577debc8076b8fd5e9e522f64247.jpg,Log Horizon 2,"After being trapped in the world of Elder Tale for six months, Shiroe and the other Adventurers have begun to get the hang of things in their new environment. The Adventurers are starting to gain the trust of the People of the Land, and Akiba has flourished thanks to the law and order established by Shiroe's Round Table Alliance, regaining its everyday liveliness. Despite this success, however, the Alliance faces a new crisis: they are running out of funds to govern Akiba, and spies from the Minami district have infiltrated the city.As formidable forces rise in other districts, there is also a need to discover more about the vast new world they are trapped in—leading Shiroe to decide that the time has come to venture outside the city. Accompanied by his friend Naotsugu and the Sage of Mirror Lake Regan, the calculative Shiroe makes his move, hoping to unravel new possibilities and eventually find a way home.",8.0,['Studio Deen'],['NHK'],"['Action', 'Adventure', 'Fantasy', 'Adult Cast', 'Video Game']"
5652,https://aniwaves.ru/watch/little-witch-academia-77277,https://static.aniwaves.ru/resources/thumbnails/200x280/100/b9585b41e3e34c667d018eaf0d42755c.jpg,Little Witch Academia,"For young witches everywhere, the world-renowned witch Shiny Chariot reigns as the most revered and celebrated role model. But as the girls age, so do their opinions of her—now just the mention of Chariot would get a witch labeled a child. However, undeterred in her blind admiration for Chariot, ordinary girl Atsuko Kagari enrolls into Luna Nova Magical Academy, hoping to someday become just as mesmerizing as her idol.However, the witch academy isn't all the fun and games Atsuko thought it would be: boring lectures, strict teachers, and students who mock Chariot plague the campus. Coupled with her own ineptness in magic, she's seen as little more than a rebel student. But when a chance finally presents itself to prove herself to her peers and teachers, she takes it, and now it's up to her to stop a rampaging dragon before it flattens the entire academy.",8.0,['Trigger'],"['Half H.P Studio', 'Ultra Super Pictures']","['Adventure', 'Comedy', 'Fantasy', 'School']"
5653,https://aniwaves.ru/watch/live-on-cardliver-kakeru-77278,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f47a07182433c042d84cb754ddcac64f.jpg,Live On Cardliver Kakeru,"Kakeru is a big fan of the Live On card game, like so many kids his age. However he loses every time he plays, no matter how hard he tries. Things change when one day Kakeru saves a small dog-like creature chased by weird people. The “dog” is in fact a Create Monster and gives Kakeru an unusual Live Change card, which in turn allows Kakeru to protect his newfound friend… And gets him involved in something he did not expect…(Source: ANN)",6.0,['TMS Entertainment'],"['Sotsu', 'Sakura Create']","['Fantasy', 'Strategy Game']"
5654,https://aniwaves.ru/watch/log-horizon-entaku-houkai-77271,https://static.aniwaves.ru/resources/thumbnails/200x280/100/95dd9ad14aa1b2f8bc4d0ba553c41aee.jpg,Log Horizon: Destruction of the Round Table,"Third season of Log Horizon.It's been a year since Shiroe and his friends were trapped in Akiba due to the Catastrophe. Their forging of the Round Table has brought order and prosperity to its people. But fracturing political alliances and the constant menace of the Genius monsters threaten to destabilize all they've fought for and built. Can faith be restored and they persevere, or is its destruction truly inevitable?(Source: Funimation)",7.0,['Unknown_Studio'],['NA'],"['Action', 'Adventure', 'Fantasy', 'Adult Cast', 'Video Game']"
5655,https://aniwaves.ru/watch/little-witch-academia-mahoujikake-no-parade-77279,https://static.aniwaves.ru/resources/thumbnails/200x280/100/f08967bd69e6a2764959ceeb70083c18.jpg,Little Witch Academia: The Enchanted Parade,"You can tell witch training is not going swimmingly for the young sorceresses Akko, Lotte, and Sucy—they face expulsion for screwing up one class too many, and their only way out is if they successfully organize their academy's annual parade through a nearby town. But when they stumble upon the momentous discovery that the objective of the parade is to humiliate witches and commemorate their past subjugation, Akko decides it is time for a change: It is time to show the world how fantastic modern witches truly are! However, with the other girls struggling to keep up with Akko's grandiose ambitions, and everything from mischievous boys to slumbering giants getting in their way, maybe pulling it off will require not only all the magical prowess the pupils of Luna Nova Magical Academy can muster, but also a miracle.",8.0,['Trigger'],"['Half H.P Studio', 'Ultra Super Pictures', 'TOHO animation', 'Good Smile Company']","['Adventure', 'Comedy', 'Fantasy', 'School']"
5656,https://aniwaves.ru/watch/liver-specialist-saegumi-77270,https://static.aniwaves.ru/resources/thumbnails/200x280/100/aaeaa636871a105eb2504107617a9cbd.jpg,Liver Specialist Saegumi,Soju Saero commercial by Lotte Chilsung featuring Eunji Jung.,6.0,['Unknown_Studio'],['NA'],"['Comedy', 'Fantasy']"
5657,https://aniwaves.ru/watch/long-riders-77272,https://static.aniwaves.ru/resources/thumbnails/200x280/100/552f99673b573db6d36b8ab1bea5090c.jpg,Long Riders!,"Falling in love at first sight with a collapsible bicycle outside the station, Ami Kurata, first-year university student empties her account without a second thought and buys the bicycle. Now she enjoys weekend cycling trips with Aoi, her childhood friend, and Hinako, a senior at her university. 'Owning a road bike may change your view of the world completely.' Prompted by the comment, Ami purchased a road bike, and she is really impressed with the traveling performance. As soon as she places her feet on the pedals and presses down, everything about riding a road bicycle—the lightness of the pedal, the speed, the acceleration—is nothing like she has ever experienced. Ami's cycle life gets going with the new road cycle as her partner!(Source: Showgate, edited)",7.0,['Actas'],"['Lantis', 'DAX Production', 'NBCUniversal Entertainment Japan', 'Hakuhodo DY Music & Pictures', 'Ichijinsha', 'Bandai Channel']","['Comedy', 'Sports', 'CGDCT', 'Shounen']"
